	type	value	gset	source	perc
24049	"Random
subsampled RTs"	0.9313	ADaM2021	KY	0.75
24050	"Random
subsampled RTs"	0.9473	ADaM2021	KY	0.8
24051	"Random
subsampled RTs"	0.9628	ADaM2021	KY	0.85
24052	"Random
subsampled RTs"	0.9789	ADaM2021	KY	0.9
24053	"Random
subsampled RTs"	0.9815	ADaM2021	KY	0.95
24054	"Random
subsampled RTs"	0.6342	Hart2017	AVANA	0.05
24055	"Random
subsampled RTs"	0.7817	Hart2017	AVANA	0.1
24056	"Random
subsampled RTs"	0.8231	Hart2017	AVANA	0.15
24057	"Random
subsampled RTs"	0.8197	Hart2017	AVANA	0.2
24058	"Random
subsampled RTs"	0.8535	Hart2017	AVANA	0.25
24059	"Random
subsampled RTs"	0.8653	Hart2017	AVANA	0.3
24060	"Random
subsampled RTs"	0.8368	Hart2017	AVANA	0.35
24061	"Random
subsampled RTs"	0.8643	Hart2017	AVANA	0.4
24062	"Random
subsampled RTs"	0.8522	Hart2017	AVANA	0.45
24063	"Random
subsampled RTs"	0.8775	Hart2017	AVANA	0.5
24064	"Random
subsampled RTs"	0.8863	Hart2017	AVANA	0.55
24065	"Random
subsampled RTs"	0.887	Hart2017	AVANA	0.6
24066	"Random
subsampled RTs"	0.8956	Hart2017	AVANA	0.65
24067	"Random
subsampled RTs"	0.9166	Hart2017	AVANA	0.7
24068	"Random
subsampled RTs"	0.922	Hart2017	AVANA	0.75
24069	"Random
subsampled RTs"	0.9227	Hart2017	AVANA	0.8
24070	"Random
subsampled RTs"	0.9245	Hart2017	AVANA	0.85
24071	"Random
subsampled RTs"	0.9369	Hart2017	AVANA	0.9
24072	"Random
subsampled RTs"	0.9436	Hart2017	AVANA	0.95
24073	"Random
subsampled RTs"	0.8264	Hart2017	KY	0.05
24074	"Random
subsampled RTs"	0.8614	Hart2017	KY	0.1
24075	"Random
subsampled RTs"	0.8653	Hart2017	KY	0.15
24076	"Random
subsampled RTs"	0.8575	Hart2017	KY	0.2
24077	"Random
subsampled RTs"	0.8994	Hart2017	KY	0.25
24078	"Random
subsampled RTs"	0.9174	Hart2017	KY	0.3
24079	"Random
subsampled RTs"	0.9286	Hart2017	KY	0.35
24080	"Random
subsampled RTs"	0.936	Hart2017	KY	0.4
24081	"Random
subsampled RTs"	0.9423	Hart2017	KY	0.45
24082	"Random
subsampled RTs"	0.9404	Hart2017	KY	0.5
24083	"Random
subsampled RTs"	0.9383	Hart2017	KY	0.55
24084	"Random
subsampled RTs"	0.9483	Hart2017	KY	0.6
24085	"Random
subsampled RTs"	0.9556	Hart2017	KY	0.65
24086	"Random
subsampled RTs"	0.9613	Hart2017	KY	0.7
24087	"Random
subsampled RTs"	0.9561	Hart2017	KY	0.75
24088	"Random
subsampled RTs"	0.9643	Hart2017	KY	0.8
24089	"Random
subsampled RTs"	0.9681	Hart2017	KY	0.85
24090	"Random
subsampled RTs"	0.9734	Hart2017	KY	0.9
24091	"Random
subsampled RTs"	0.9792	Hart2017	KY	0.95
24092	"Random
subsampled RTs"	0.8257	ADaM2021	AVANA	0.05
24093	"Random
subsampled RTs"	0.8075	ADaM2021	AVANA	0.1
24094	"Random
subsampled RTs"	0.8831	ADaM2021	AVANA	0.15
24095	"Random
subsampled RTs"	0.8969	ADaM2021	AVANA	0.2
24096	"Random
subsampled RTs"	0.9112	ADaM2021	AVANA	0.25
24097	"Random
subsampled RTs"	0.8991	ADaM2021	AVANA	0.3
24098	"Random
subsampled RTs"	0.8921	ADaM2021	AVANA	0.35
24099	"Random
subsampled RTs"	0.8033	ADaM2021	AVANA	0.4
24100	"Random
subsampled RTs"	0.8091	ADaM2021	AVANA	0.45
24101	"Random
subsampled RTs"	0.8398	ADaM2021	AVANA	0.5
24102	"Random
subsampled RTs"	0.8693	ADaM2021	AVANA	0.55
24103	"Random
subsampled RTs"	0.8989	ADaM2021	AVANA	0.6
24104	"Random
subsampled RTs"	0.8908	ADaM2021	AVANA	0.65
24105	"Random
subsampled RTs"	0.9014	ADaM2021	AVANA	0.7
24106	"Random
subsampled RTs"	0.919	ADaM2021	AVANA	0.75
24107	"Random
subsampled RTs"	0.9324	ADaM2021	AVANA	0.8
24108	"Random
subsampled RTs"	0.9423	ADaM2021	AVANA	0.85
24109	"Random
subsampled RTs"	0.9559	ADaM2021	AVANA	0.9
24110	"Random
subsampled RTs"	0.9661	ADaM2021	AVANA	0.95
24111	"Random
subsampled RTs"	0.7657	ADaM2021	KY	0.05
24112	"Random
subsampled RTs"	0.8035	ADaM2021	KY	0.1
24113	"Random
subsampled RTs"	0.8722	ADaM2021	KY	0.15
24114	"Random
subsampled RTs"	0.9157	ADaM2021	KY	0.2
24115	"Random
subsampled RTs"	0.9276	ADaM2021	KY	0.25
24116	"Random
subsampled RTs"	0.9254	ADaM2021	KY	0.3
24117	"Random
subsampled RTs"	0.9386	ADaM2021	KY	0.35
24118	"Random
subsampled RTs"	0.9462	ADaM2021	KY	0.4
24119	"Random
subsampled RTs"	0.9231	ADaM2021	KY	0.45
24120	"Random
subsampled RTs"	0.9288	ADaM2021	KY	0.5
24121	"Random
subsampled RTs"	0.9507	ADaM2021	KY	0.55
24122	"Random
subsampled RTs"	0.955	ADaM2021	KY	0.6
24123	"Random
subsampled RTs"	0.9456	ADaM2021	KY	0.65
24124	"Random
subsampled RTs"	0.9578	ADaM2021	KY	0.7
24125	"Random
subsampled RTs"	0.967	ADaM2021	KY	0.75
24126	"Random
subsampled RTs"	0.9659	ADaM2021	KY	0.8
24127	"Random
subsampled RTs"	0.9703	ADaM2021	KY	0.85
24128	"Random
subsampled RTs"	0.9788	ADaM2021	KY	0.9
24129	"Random
subsampled RTs"	0.9835	ADaM2021	KY	0.95
24130	"Random
subsampled RTs"	0.7094	Hart2017	AVANA	0.05
24131	"Random
subsampled RTs"	0.7701	Hart2017	AVANA	0.1
24132	"Random
subsampled RTs"	0.8281	Hart2017	AVANA	0.15
24133	"Random
subsampled RTs"	0.8484	Hart2017	AVANA	0.2
24134	"Random
subsampled RTs"	0.8427	Hart2017	AVANA	0.25
24135	"Random
subsampled RTs"	0.868	Hart2017	AVANA	0.3
24136	"Random
subsampled RTs"	0.8695	Hart2017	AVANA	0.35
24137	"Random
subsampled RTs"	0.8609	Hart2017	AVANA	0.4
24138	"Random
subsampled RTs"	0.876	Hart2017	AVANA	0.45
24139	"Random
subsampled RTs"	0.8706	Hart2017	AVANA	0.5
24140	"Random
subsampled RTs"	0.8789	Hart2017	AVANA	0.55
24141	"Random
subsampled RTs"	0.8927	Hart2017	AVANA	0.6
24142	"Random
subsampled RTs"	0.8901	Hart2017	AVANA	0.65
24143	"Random
subsampled RTs"	0.9033	Hart2017	AVANA	0.7
24144	"Random
subsampled RTs"	0.8987	Hart2017	AVANA	0.75
24145	"Random
subsampled RTs"	0.8983	Hart2017	AVANA	0.8
24146	"Random
subsampled RTs"	0.9342	Hart2017	AVANA	0.85
24147	"Random
subsampled RTs"	0.9384	Hart2017	AVANA	0.9
24148	"Random
subsampled RTs"	0.9374	Hart2017	AVANA	0.95
24149	"Random
subsampled RTs"	0.6737	Hart2017	KY	0.05
24150	"Random
subsampled RTs"	0.8158	Hart2017	KY	0.1
24151	"Random
subsampled RTs"	0.8815	Hart2017	KY	0.15
24152	"Random
subsampled RTs"	0.8709	Hart2017	KY	0.2
24153	"Random
subsampled RTs"	0.8551	Hart2017	KY	0.25
24154	"Random
subsampled RTs"	0.8755	Hart2017	KY	0.3
24155	"Random
subsampled RTs"	0.8514	Hart2017	KY	0.35
24156	"Random
subsampled RTs"	0.863	Hart2017	KY	0.4
24157	"Random
subsampled RTs"	0.8997	Hart2017	KY	0.45
24158	"Random
subsampled RTs"	0.8934	Hart2017	KY	0.5
24159	"Random
subsampled RTs"	0.9052	Hart2017	KY	0.55
24160	"Random
subsampled RTs"	0.93	Hart2017	KY	0.6
24161	"Random
subsampled RTs"	0.9344	Hart2017	KY	0.65
24162	"Random
subsampled RTs"	0.9335	Hart2017	KY	0.7
24163	"Random
subsampled RTs"	0.9371	Hart2017	KY	0.75
24164	"Random
subsampled RTs"	0.9537	Hart2017	KY	0.8
24165	"Random
subsampled RTs"	0.9606	Hart2017	KY	0.85
24166	"Random
subsampled RTs"	0.9678	Hart2017	KY	0.9
24167	"Random
subsampled RTs"	0.9774	Hart2017	KY	0.95
24168	"Random
subsampled RTs"	0.8122	ADaM2021	AVANA	0.05
24169	"Random
subsampled RTs"	0.8556	ADaM2021	AVANA	0.1
24170	"Random
subsampled RTs"	0.8645	ADaM2021	AVANA	0.15
24171	"Random
subsampled RTs"	0.8961	ADaM2021	AVANA	0.2
24172	"Random
subsampled RTs"	0.8955	ADaM2021	AVANA	0.25
24173	"Random
subsampled RTs"	0.9121	ADaM2021	AVANA	0.3
24174	"Random
subsampled RTs"	0.897	ADaM2021	AVANA	0.35
24175	"Random
subsampled RTs"	0.9162	ADaM2021	AVANA	0.4
24176	"Random
subsampled RTs"	0.9209	ADaM2021	AVANA	0.45
24177	"Random
subsampled RTs"	0.9241	ADaM2021	AVANA	0.5
24178	"Random
subsampled RTs"	0.9326	ADaM2021	AVANA	0.55
24179	"Random
subsampled RTs"	0.9375	ADaM2021	AVANA	0.6
24180	"Random
subsampled RTs"	0.9413	ADaM2021	AVANA	0.65
24181	"Random
subsampled RTs"	0.9463	ADaM2021	AVANA	0.7
24182	"Random
subsampled RTs"	0.9462	ADaM2021	AVANA	0.75
24183	"Random
subsampled RTs"	0.9478	ADaM2021	AVANA	0.8
24184	"Random
subsampled RTs"	0.9571	ADaM2021	AVANA	0.85
24185	"Random
subsampled RTs"	0.9537	ADaM2021	AVANA	0.9
24186	"Random
subsampled RTs"	0.9571	ADaM2021	AVANA	0.95
24187	"Random
subsampled RTs"	0.7664	ADaM2021	KY	0.05
24188	"Random
subsampled RTs"	0.8633	ADaM2021	KY	0.1
24189	"Random
subsampled RTs"	0.8723	ADaM2021	KY	0.15
24190	"Random
subsampled RTs"	0.8925	ADaM2021	KY	0.2
24191	"Random
subsampled RTs"	0.9189	ADaM2021	KY	0.25
24192	"Random
subsampled RTs"	0.9232	ADaM2021	KY	0.3
24193	"Random
subsampled RTs"	0.928	ADaM2021	KY	0.35
24194	"Random
subsampled RTs"	0.9294	ADaM2021	KY	0.4
24195	"Random
subsampled RTs"	0.9347	ADaM2021	KY	0.45
24196	"Random
subsampled RTs"	0.9339	ADaM2021	KY	0.5
24197	"Random
subsampled RTs"	0.9415	ADaM2021	KY	0.55
24198	"Random
subsampled RTs"	0.9502	ADaM2021	KY	0.6
24199	"Random
subsampled RTs"	0.949	ADaM2021	KY	0.65
24200	"Random
subsampled RTs"	0.9612	ADaM2021	KY	0.7
24201	"Random
subsampled RTs"	0.9669	ADaM2021	KY	0.75
24202	"Random
subsampled RTs"	0.9701	ADaM2021	KY	0.8
24203	"Random
subsampled RTs"	0.9728	ADaM2021	KY	0.85
24204	"Random
subsampled RTs"	0.9762	ADaM2021	KY	0.9
24205	"Random
subsampled RTs"	0.9795	ADaM2021	KY	0.95
24206	"Random
subsampled RTs"	0.7735	Hart2017	AVANA	0.05
24207	"Random
subsampled RTs"	0.7971	Hart2017	AVANA	0.1
24208	"Random
subsampled RTs"	0.8268	Hart2017	AVANA	0.15
24209	"Random
subsampled RTs"	0.8292	Hart2017	AVANA	0.2
24210	"Random
subsampled RTs"	0.8465	Hart2017	AVANA	0.25
24211	"Random
subsampled RTs"	0.8614	Hart2017	AVANA	0.3
24212	"Random
subsampled RTs"	0.8635	Hart2017	AVANA	0.35
24213	"Random
subsampled RTs"	0.8792	Hart2017	AVANA	0.4
24214	"Random
subsampled RTs"	0.8689	Hart2017	AVANA	0.45
24215	"Random
subsampled RTs"	0.8732	Hart2017	AVANA	0.5
24216	"Random
subsampled RTs"	0.8903	Hart2017	AVANA	0.55
24217	"Random
subsampled RTs"	0.8883	Hart2017	AVANA	0.6
24218	"Random
subsampled RTs"	0.8838	Hart2017	AVANA	0.65
24219	"Random
subsampled RTs"	0.8917	Hart2017	AVANA	0.7
24220	"Random
subsampled RTs"	0.9014	Hart2017	AVANA	0.75
24221	"Random
subsampled RTs"	0.92	Hart2017	AVANA	0.8
24222	"Random
subsampled RTs"	0.9319	Hart2017	AVANA	0.85
24223	"Random
subsampled RTs"	0.9378	Hart2017	AVANA	0.9
24224	"Random
subsampled RTs"	0.9413	Hart2017	AVANA	0.95
24225	"Random
subsampled RTs"	0.8213	Hart2017	KY	0.05
24226	"Random
subsampled RTs"	0.8493	Hart2017	KY	0.1
24227	"Random
subsampled RTs"	0.8679	Hart2017	KY	0.15
24228	"Random
subsampled RTs"	0.884	Hart2017	KY	0.2
24229	"Random
subsampled RTs"	0.8935	Hart2017	KY	0.25
24230	"Random
subsampled RTs"	0.9027	Hart2017	KY	0.3
24231	"Random
subsampled RTs"	0.9247	Hart2017	KY	0.35
24232	"Random
subsampled RTs"	0.9291	Hart2017	KY	0.4
24233	"Random
subsampled RTs"	0.9351	Hart2017	KY	0.45
24234	"Random
subsampled RTs"	0.9418	Hart2017	KY	0.5
24235	"Random
subsampled RTs"	0.9432	Hart2017	KY	0.55
24236	"Random
subsampled RTs"	0.9486	Hart2017	KY	0.6
24237	"Random
subsampled RTs"	0.9527	Hart2017	KY	0.65
24238	"Random
subsampled RTs"	0.9603	Hart2017	KY	0.7
24239	"Random
subsampled RTs"	0.9611	Hart2017	KY	0.75
24240	"Random
subsampled RTs"	0.9627	Hart2017	KY	0.8
24241	"Random
subsampled RTs"	0.96	Hart2017	KY	0.85
24242	"Random
subsampled RTs"	0.9688	Hart2017	KY	0.9
24243	"Random
subsampled RTs"	0.9756	Hart2017	KY	0.95
24244	"Random
subsampled RTs"	0.8143	ADaM2021	AVANA	0.05
24245	"Random
subsampled RTs"	0.8024	ADaM2021	AVANA	0.1
24246	"Random
subsampled RTs"	0.839	ADaM2021	AVANA	0.15
24247	"Random
subsampled RTs"	0.8152	ADaM2021	AVANA	0.2
24248	"Random
subsampled RTs"	0.8341	ADaM2021	AVANA	0.25
24249	"Random
subsampled RTs"	0.8734	ADaM2021	AVANA	0.3
24250	"Random
subsampled RTs"	0.8621	ADaM2021	AVANA	0.35
24251	"Random
subsampled RTs"	0.8794	ADaM2021	AVANA	0.4
24252	"Random
subsampled RTs"	0.8784	ADaM2021	AVANA	0.45
24253	"Random
subsampled RTs"	0.9264	ADaM2021	AVANA	0.5
24254	"Random
subsampled RTs"	0.9311	ADaM2021	AVANA	0.55
24255	"Random
subsampled RTs"	0.9342	ADaM2021	AVANA	0.6
24256	"Random
subsampled RTs"	0.9318	ADaM2021	AVANA	0.65
24257	"Random
subsampled RTs"	0.9306	ADaM2021	AVANA	0.7
24258	"Random
subsampled RTs"	0.9314	ADaM2021	AVANA	0.75
24259	"Random
subsampled RTs"	0.9449	ADaM2021	AVANA	0.8
24260	"Random
subsampled RTs"	0.9534	ADaM2021	AVANA	0.85
24261	"Random
subsampled RTs"	0.9613	ADaM2021	AVANA	0.9
24262	"Random
subsampled RTs"	0.967	ADaM2021	AVANA	0.95
24263	"Random
subsampled RTs"	0.7864	ADaM2021	KY	0.05
24264	"Random
subsampled RTs"	0.8771	ADaM2021	KY	0.1
24265	"Random
subsampled RTs"	0.9112	ADaM2021	KY	0.15
24266	"Random
subsampled RTs"	0.9138	ADaM2021	KY	0.2
24267	"Random
subsampled RTs"	0.9317	ADaM2021	KY	0.25
24268	"Random
subsampled RTs"	0.9346	ADaM2021	KY	0.3
24269	"Random
subsampled RTs"	0.9413	ADaM2021	KY	0.35
24270	"Random
subsampled RTs"	0.9449	ADaM2021	KY	0.4
24271	"Random
subsampled RTs"	0.9439	ADaM2021	KY	0.45
24272	"Random
subsampled RTs"	0.9513	ADaM2021	KY	0.5
24273	"Random
subsampled RTs"	0.9601	ADaM2021	KY	0.55
24274	"Random
subsampled RTs"	0.9619	ADaM2021	KY	0.6
24275	"Random
subsampled RTs"	0.9658	ADaM2021	KY	0.65
24276	"Random
subsampled RTs"	0.9597	ADaM2021	KY	0.7
24277	"Random
subsampled RTs"	0.9673	ADaM2021	KY	0.75
24278	"Random
subsampled RTs"	0.9683	ADaM2021	KY	0.8
24279	"Random
subsampled RTs"	0.9725	ADaM2021	KY	0.85
24280	"Random
subsampled RTs"	0.9779	ADaM2021	KY	0.9
24281	"Random
subsampled RTs"	0.9811	ADaM2021	KY	0.95
24282	"Random
subsampled RTs"	0.7267	Hart2017	AVANA	0.05
24283	"Random
subsampled RTs"	0.793	Hart2017	AVANA	0.1
24284	"Random
subsampled RTs"	0.8064	Hart2017	AVANA	0.15
24285	"Random
subsampled RTs"	0.8429	Hart2017	AVANA	0.2
24286	"Random
subsampled RTs"	0.8487	Hart2017	AVANA	0.25
24287	"Random
subsampled RTs"	0.8611	Hart2017	AVANA	0.3
24288	"Random
subsampled RTs"	0.8765	Hart2017	AVANA	0.35
24289	"Random
subsampled RTs"	0.8841	Hart2017	AVANA	0.4
24290	"Random
subsampled RTs"	0.887	Hart2017	AVANA	0.45
24291	"Random
subsampled RTs"	0.8931	Hart2017	AVANA	0.5
24292	"Random
subsampled RTs"	0.8819	Hart2017	AVANA	0.55
24293	"Random
subsampled RTs"	0.8848	Hart2017	AVANA	0.6
24294	"Random
subsampled RTs"	0.9092	Hart2017	AVANA	0.65
24295	"Random
subsampled RTs"	0.9205	Hart2017	AVANA	0.7
24296	"Random
subsampled RTs"	0.9247	Hart2017	AVANA	0.75
24297	"Random
subsampled RTs"	0.9325	Hart2017	AVANA	0.8
24298	"Random
subsampled RTs"	0.9397	Hart2017	AVANA	0.85
24299	"Random
subsampled RTs"	0.9446	Hart2017	AVANA	0.9
24300	"Random
subsampled RTs"	0.9471	Hart2017	AVANA	0.95
24301	"Random
subsampled RTs"	0.7639	Hart2017	KY	0.05
24302	"Random
subsampled RTs"	0.8302	Hart2017	KY	0.1
24303	"Random
subsampled RTs"	0.8406	Hart2017	KY	0.15
24304	"Random
subsampled RTs"	0.8851	Hart2017	KY	0.2
24305	"Random
subsampled RTs"	0.8958	Hart2017	KY	0.25
24306	"Random
subsampled RTs"	0.8996	Hart2017	KY	0.3
24307	"Random
subsampled RTs"	0.9166	Hart2017	KY	0.35
24308	"Random
subsampled RTs"	0.9236	Hart2017	KY	0.4
24309	"Random
subsampled RTs"	0.9271	Hart2017	KY	0.45
24310	"Random
subsampled RTs"	0.9354	Hart2017	KY	0.5
24311	"Random
subsampled RTs"	0.9337	Hart2017	KY	0.55
24312	"Random
subsampled RTs"	0.9485	Hart2017	KY	0.6
24313	"Random
subsampled RTs"	0.9506	Hart2017	KY	0.65
24314	"Random
subsampled RTs"	0.9554	Hart2017	KY	0.7
24315	"Random
subsampled RTs"	0.9622	Hart2017	KY	0.75
24316	"Random
subsampled RTs"	0.9658	Hart2017	KY	0.8
24317	"Random
subsampled RTs"	0.9684	Hart2017	KY	0.85
24318	"Random
subsampled RTs"	0.9704	Hart2017	KY	0.9
24319	"Random
subsampled RTs"	0.976	Hart2017	KY	0.95
24320	"Random
subsampled RTs"	0.8202	ADaM2021	AVANA	0.05
24321	"Random
subsampled RTs"	0.8545	ADaM2021	AVANA	0.1
24322	"Random
subsampled RTs"	0.8741	ADaM2021	AVANA	0.15
24323	"Random
subsampled RTs"	0.8713	ADaM2021	AVANA	0.2
24324	"Random
subsampled RTs"	0.8572	ADaM2021	AVANA	0.25
24325	"Random
subsampled RTs"	0.8701	ADaM2021	AVANA	0.3
24326	"Random
subsampled RTs"	0.8765	ADaM2021	AVANA	0.35
24327	"Random
subsampled RTs"	0.9038	ADaM2021	AVANA	0.4
24328	"Random
subsampled RTs"	0.9107	ADaM2021	AVANA	0.45
24329	"Random
subsampled RTs"	0.9283	ADaM2021	AVANA	0.5
24330	"Random
subsampled RTs"	0.9214	ADaM2021	AVANA	0.55
24331	"Random
subsampled RTs"	0.9179	ADaM2021	AVANA	0.6
24332	"Random
subsampled RTs"	0.9299	ADaM2021	AVANA	0.65
24333	"Random
subsampled RTs"	0.9284	ADaM2021	AVANA	0.7
24334	"Random
subsampled RTs"	0.9433	ADaM2021	AVANA	0.75
24335	"Random
subsampled RTs"	0.9523	ADaM2021	AVANA	0.8
24336	"Random
subsampled RTs"	0.9529	ADaM2021	AVANA	0.85
24337	"Random
subsampled RTs"	0.9626	ADaM2021	AVANA	0.9
24338	"Random
subsampled RTs"	0.9653	ADaM2021	AVANA	0.95
24339	"Random
subsampled RTs"	0.8371	ADaM2021	KY	0.05
24340	"Random
subsampled RTs"	0.8441	ADaM2021	KY	0.1
24341	"Random
subsampled RTs"	0.8943	ADaM2021	KY	0.15
24342	"Random
subsampled RTs"	0.9133	ADaM2021	KY	0.2
24343	"Random
subsampled RTs"	0.9224	ADaM2021	KY	0.25
24344	"Random
subsampled RTs"	0.9275	ADaM2021	KY	0.3
24345	"Random
subsampled RTs"	0.9175	ADaM2021	KY	0.35
24346	"Random
subsampled RTs"	0.9246	ADaM2021	KY	0.4
24347	"Random
subsampled RTs"	0.9221	ADaM2021	KY	0.45
24348	"Random
subsampled RTs"	0.9249	ADaM2021	KY	0.5
24349	"Random
subsampled RTs"	0.9329	ADaM2021	KY	0.55
24350	"Random
subsampled RTs"	0.9544	ADaM2021	KY	0.6
24351	"Random
subsampled RTs"	0.9641	ADaM2021	KY	0.65
24352	"Random
subsampled RTs"	0.9664	ADaM2021	KY	0.7
24353	"Random
subsampled RTs"	0.9703	ADaM2021	KY	0.75
24354	"Random
subsampled RTs"	0.9729	ADaM2021	KY	0.8
24355	"Random
subsampled RTs"	0.9754	ADaM2021	KY	0.85
24356	"Random
subsampled RTs"	0.9792	ADaM2021	KY	0.9
24357	"Random
subsampled RTs"	0.9822	ADaM2021	KY	0.95
24358	"Random
subsampled RTs"	0.7661	Hart2017	AVANA	0.05
24359	"Random
subsampled RTs"	0.784	Hart2017	AVANA	0.1
24360	"Random
subsampled RTs"	0.7954	Hart2017	AVANA	0.15
24361	"Random
subsampled RTs"	0.8472	Hart2017	AVANA	0.2
24362	"Random
subsampled RTs"	0.8552	Hart2017	AVANA	0.25
24363	"Random
subsampled RTs"	0.8655	Hart2017	AVANA	0.3
24364	"Random
subsampled RTs"	0.8064	Hart2017	AVANA	0.35
24365	"Random
subsampled RTs"	0.8183	Hart2017	AVANA	0.4
24366	"Random
subsampled RTs"	0.8291	Hart2017	AVANA	0.45
24367	"Random
subsampled RTs"	0.8664	Hart2017	AVANA	0.5
24368	"Random
subsampled RTs"	0.8308	Hart2017	AVANA	0.55
24369	"Random
subsampled RTs"	0.8416	Hart2017	AVANA	0.6
24370	"Random
subsampled RTs"	0.8778	Hart2017	AVANA	0.65
24371	"Random
subsampled RTs"	0.8703	Hart2017	AVANA	0.7
24372	"Random
subsampled RTs"	0.884	Hart2017	AVANA	0.75
24373	"Random
subsampled RTs"	0.913	Hart2017	AVANA	0.8
24374	"Random
subsampled RTs"	0.9242	Hart2017	AVANA	0.85
24375	"Random
subsampled RTs"	0.9352	Hart2017	AVANA	0.9
24376	"Random
subsampled RTs"	0.9288	Hart2017	AVANA	0.95
24377	"Random
subsampled RTs"	0.7676	Hart2017	KY	0.05
24378	"Random
subsampled RTs"	0.8439	Hart2017	KY	0.1
24379	"Random
subsampled RTs"	0.8714	Hart2017	KY	0.15
24380	"Random
subsampled RTs"	0.8863	Hart2017	KY	0.2
24381	"Random
subsampled RTs"	0.9039	Hart2017	KY	0.25
24382	"Random
subsampled RTs"	0.9015	Hart2017	KY	0.3
24383	"Random
subsampled RTs"	0.9238	Hart2017	KY	0.35
24384	"Random
subsampled RTs"	0.8884	Hart2017	KY	0.4
24385	"Random
subsampled RTs"	0.8882	Hart2017	KY	0.45
24386	"Random
subsampled RTs"	0.9153	Hart2017	KY	0.5
24387	"Random
subsampled RTs"	0.9193	Hart2017	KY	0.55
24388	"Random
subsampled RTs"	0.9348	Hart2017	KY	0.6
24389	"Random
subsampled RTs"	0.9479	Hart2017	KY	0.65
24390	"Random
subsampled RTs"	0.9427	Hart2017	KY	0.7
24391	"Random
subsampled RTs"	0.9508	Hart2017	KY	0.75
24392	"Random
subsampled RTs"	0.9531	Hart2017	KY	0.8
24393	"Random
subsampled RTs"	0.9637	Hart2017	KY	0.85
24394	"Random
subsampled RTs"	0.9719	Hart2017	KY	0.9
24395	"Random
subsampled RTs"	0.9766	Hart2017	KY	0.95
24396	"Random
subsampled RTs"	0.7308	ADaM2021	AVANA	0.05
24397	"Random
subsampled RTs"	0.8671	ADaM2021	AVANA	0.1
24398	"Random
subsampled RTs"	0.8801	ADaM2021	AVANA	0.15
24399	"Random
subsampled RTs"	0.8939	ADaM2021	AVANA	0.2
24400	"Random
subsampled RTs"	0.883	ADaM2021	AVANA	0.25
24401	"Random
subsampled RTs"	0.9018	ADaM2021	AVANA	0.3
24402	"Random
subsampled RTs"	0.9136	ADaM2021	AVANA	0.35
24403	"Random
subsampled RTs"	0.9048	ADaM2021	AVANA	0.4
24404	"Random
subsampled RTs"	0.9183	ADaM2021	AVANA	0.45
24405	"Random
subsampled RTs"	0.9168	ADaM2021	AVANA	0.5
24406	"Random
subsampled RTs"	0.9307	ADaM2021	AVANA	0.55
24407	"Random
subsampled RTs"	0.9298	ADaM2021	AVANA	0.6
24408	"Random
subsampled RTs"	0.9232	ADaM2021	AVANA	0.65
24409	"Random
subsampled RTs"	0.934	ADaM2021	AVANA	0.7
24410	"Random
subsampled RTs"	0.945	ADaM2021	AVANA	0.75
24411	"Random
subsampled RTs"	0.9545	ADaM2021	AVANA	0.8
24412	"Random
subsampled RTs"	0.9508	ADaM2021	AVANA	0.85
24413	"Random
subsampled RTs"	0.9601	ADaM2021	AVANA	0.9
24414	"Random
subsampled RTs"	0.9665	ADaM2021	AVANA	0.95
24415	"Random
subsampled RTs"	0.814	ADaM2021	KY	0.05
24416	"Random
subsampled RTs"	0.882	ADaM2021	KY	0.1
24417	"Random
subsampled RTs"	0.8798	ADaM2021	KY	0.15
24418	"Random
subsampled RTs"	0.9047	ADaM2021	KY	0.2
24419	"Random
subsampled RTs"	0.9015	ADaM2021	KY	0.25
24420	"Random
subsampled RTs"	0.9292	ADaM2021	KY	0.3
24421	"Random
subsampled RTs"	0.9219	ADaM2021	KY	0.35
24422	"Random
subsampled RTs"	0.9473	ADaM2021	KY	0.4
24423	"Random
subsampled RTs"	0.9513	ADaM2021	KY	0.45
24424	"Random
subsampled RTs"	0.9419	ADaM2021	KY	0.5
24425	"Random
subsampled RTs"	0.935	ADaM2021	KY	0.55
24426	"Random
subsampled RTs"	0.94	ADaM2021	KY	0.6
24427	"Random
subsampled RTs"	0.9513	ADaM2021	KY	0.65
24428	"Random
subsampled RTs"	0.9573	ADaM2021	KY	0.7
24429	"Random
subsampled RTs"	0.9642	ADaM2021	KY	0.75
24430	"Random
subsampled RTs"	0.961	ADaM2021	KY	0.8
24431	"Random
subsampled RTs"	0.9687	ADaM2021	KY	0.85
24432	"Random
subsampled RTs"	0.9784	ADaM2021	KY	0.9
24433	"Random
subsampled RTs"	0.9821	ADaM2021	KY	0.95
24434	"Random
subsampled RTs"	0.6834	Hart2017	AVANA	0.05
24435	"Random
subsampled RTs"	0.7145	Hart2017	AVANA	0.1
24436	"Random
subsampled RTs"	0.7834	Hart2017	AVANA	0.15
24437	"Random
subsampled RTs"	0.8098	Hart2017	AVANA	0.2
24438	"Random
subsampled RTs"	0.8353	Hart2017	AVANA	0.25
24439	"Random
subsampled RTs"	0.8564	Hart2017	AVANA	0.3
24440	"Random
subsampled RTs"	0.8627	Hart2017	AVANA	0.35
24441	"Random
subsampled RTs"	0.8801	Hart2017	AVANA	0.4
24442	"Random
subsampled RTs"	0.8857	Hart2017	AVANA	0.45
