	model_name	MAGeCK	gset	perc	AUC	diff	avg
264	KP-N-YN	0.9539923272978282	ADaM2021	5	0.9005555555555556	-0.05343677174227268	0.927273941426692
265	KP-N-YN	0.9539923272978282	ADaM2021	100	0.9549252273100366	0.0009329000122083597	0.9544587773039324
266	KP-N-YS	0.9587645356554982	ADaM2021	5	0.9438888888888888	-0.014875646766609463	0.9513267122721936
267	KP-N-YS	0.9587645356554982	ADaM2021	100	0.9637369664105402	0.0049724307550419455	0.9612507510330193
268	KURAMOCHI	0.9545259650613284	ADaM2021	5	0.9705555555555556	0.016029590494227253	0.9625407603084419
269	KURAMOCHI	0.9545259650613284	ADaM2021	100	0.9755572207012324	0.021031255639904045	0.9650415928812803
270	KYAE-1	0.9029821324271228	ADaM2021	5	0.9833333333333332	0.0803512009062104	0.943157732880228
271	KYAE-1	0.9029821324271228	ADaM2021	100	0.973268233786453	0.07028610135933022	0.9381251831067878
272	KYSE-140	0.9733951043381298	ADaM2021	5	0.94	-0.033395104338129866	0.9566975521690648
273	KYSE-140	0.9733951043381298	ADaM2021	100	0.9804516016289008	0.007056497290770958	0.9769233529835153
274	KYSE-150	0.9745300801784104	ADaM2021	5	0.9655555555555556	-0.008974524622854751	0.970042817866983
275	KYSE-150	0.9745300801784104	ADaM2021	100	0.9746073374673664	7.725728895602302e-05	0.9745687088228884
276	KYSE-220	0.9785854616895874	ADaM2021	5	0.9583333333333334	-0.020252128356254007	0.9684593975114604
277	KYSE-220	0.9785854616895874	ADaM2021	100	0.9712996256069986	-0.007285836082588815	0.974942543648293
278	KYSE-270	0.9167677746508788	ADaM2021	5	0.9583333333333331	0.04156555868245437	0.937550553992106
279	KYSE-270	0.9167677746508788	ADaM2021	100	0.9751018063006052	0.05833403164972639	0.945934790475742
280	KYSE-410	0.9809257685976744	ADaM2021	5	0.9688888888888888	-0.012036879708785642	0.9749073287432817
281	KYSE-410	0.9809257685976744	ADaM2021	100	0.9690258633015426	-0.01189990529613183	0.9749758159496085
282	KYSE-450	0.9666702065523284	ADaM2021	5	0.9622222222222222	-0.0044479843301061806	0.9644462143872753
283	KYSE-450	0.9666702065523284	ADaM2021	100	0.9625176737856056	-0.004152532766722783	0.9645939401689669
284	KYSE-510	0.981460070089736	ADaM2021	5	0.9555555555555556	-0.02590451453418041	0.9685078128226459
285	KYSE-510	0.981460070089736	ADaM2021	100	0.9563378062794232	-0.025122263810312795	0.9688989381845796
286	KYSE-520	0.975064381670472	ADaM2021	5	0.9916666666666668	0.01660228499619476	0.9833655241685695
287	KYSE-520	0.975064381670472	ADaM2021	100	0.9731993920747304	-0.0018649895957416618	0.9741318868726012
288	KYSE-70	0.9756849678755376	ADaM2021	5	0.9688888888888888	-0.006796078986648801	0.9722869283822132
289	KYSE-70	0.9756849678755376	ADaM2021	100	0.9808242735875534	0.005139305712015818	0.9782546207315455
290	L-363	0.9500730101417724	ADaM2021	5	0.9934593023255814	0.04338629218380907	0.9717661562336769
291	L-363	0.9500730101417724	ADaM2021	100	0.9802100583195336	0.030137048177761194	0.965141534230653
292	LB1047-RCC	0.972805713375458	ADaM2021	5	0.9666666666666668	-0.006139046708791174	0.9697361900210624
293	LB1047-RCC	0.972805713375458	ADaM2021	100	0.9805038948522288	0.007698181476770816	0.9766548041138434
294	LB771-HNC	0.9604523973875644	ADaM2021	5	0.9992732558139534	0.03882085842638905	0.979862826600759
295	LB771-HNC	0.9604523973875644	ADaM2021	100	0.9644511843905248	0.003998787002960413	0.9624517908890446
296	LC-1-sq	0.9549560611692244	ADaM2021	5	0.9894444444444443	0.03448838327521997	0.9722002528068343
297	LC-1-sq	0.9549560611692244	ADaM2021	100	0.9673703525225192	0.01241429135329486	0.9611632068458718
298	LCLC-97TM1	0.8971287102426592	ADaM2021	5	0.9511111111111112	0.053982400868452074	0.9241199106768851
299	LCLC-97TM1	0.8971287102426592	ADaM2021	100	0.9237081588019423	0.02657944855928318	0.9104184345223008
300	LK-2	0.9702994743269792	ADaM2021	5	0.938953488372093	-0.031345985954886135	0.9546264813495361
301	LK-2	0.9702994743269792	ADaM2021	100	0.96468878248974	-0.005610691837239168	0.9674941284083596
302	LN-229	0.979480831519142	ADaM2021	5	0.936046511627907	-0.04343431989123503	0.9577636715735245
303	LN-229	0.979480831519142	ADaM2021	100	0.9742296061631508	-0.005251225355991207	0.9768552188411463
304	LNCaP-Clone-FGC	0.9508528912016142	ADaM2021	5	0.9069767441860463	-0.04387614701556786	0.9289148176938302
305	LNCaP-Clone-FGC	0.9508528912016142	ADaM2021	100	0.924953200374397	-0.025899690827217214	0.9379030457880055
306	LNZTA3WT4	0.975649126533213	ADaM2021	5	0.96875	-0.006899126533213007	0.9721995632666065
307	LNZTA3WT4	0.975649126533213	ADaM2021	100	0.9732477140182878	-0.0024014125149252052	0.9744484202757504
308	LOU-NH91	0.9390737004194764	ADaM2021	5	0.96875	0.029676299580523646	0.9539118502097381
309	LOU-NH91	0.9390737004194764	ADaM2021	100	0.9621004031967744	0.023026702777298014	0.9505870518081254
310	LoVo	0.9598444220251684	ADaM2021	5	0.9396802325581396	-0.020164189467028804	0.949762327291654
311	LoVo	0.9598444220251684	ADaM2021	100	0.954499064007488	-0.005345358017680435	0.9571717430163282
312	LP-1	0.9606521796845964	ADaM2021	5	0.9840116279069768	0.023359448222380452	0.9723319037957866
313	LP-1	0.9606521796845964	ADaM2021	100	0.9750980992152064	0.01444591953061003	0.9678751394499014
314	LS-1034	0.9335620984442202	ADaM2021	5	0.9614825581395348	0.027920459695314537	0.9475223282918774
315	LS-1034	0.9335620984442202	ADaM2021	100	0.9536809705522356	0.02011887210801533	0.9436215344982279
316	LS-123	0.8009962565709128	ADaM2021	5	0.8955555555555555	0.09455929898464277	0.8482759060632341
317	LS-123	0.8009962565709128	ADaM2021	100	0.9356164510508952	0.1346201944799824	0.8683063538109039
318	LS-180	0.9664279456273562	ADaM2021	5	0.9988888888888888	0.03246094326153259	0.9826584172581225
319	LS-180	0.9664279456273562	ADaM2021	100	0.9811837067554902	0.014755761128133926	0.9738058261914232
320	LS-411N	0.9491617108267404	ADaM2021	5	0.9638888888888888	0.014727178062148405	0.9565252998578146
321	LS-411N	0.9491617108267404	ADaM2021	100	0.981549097379249	0.03238738655250861	0.9653554041029947
322	LS-513	0.961037805978867	ADaM2021	5	0.9777777777777776	0.016739971798910624	0.9694077918783224
323	LS-513	0.961037805978867	ADaM2021	100	0.9831582723907668	0.022120466411899797	0.9720980391848169
324	LU-65	0.9446364094939732	ADaM2021	5	0.9366666666666666	-0.007969742827306558	0.94065153808032
325	LU-65	0.9446364094939732	ADaM2021	100	0.9596283077118604	0.014991898217887156	0.9521323586029168
326	LU-99A	0.9822379599638932	ADaM2021	5	0.9832848837209304	0.001046923757037188	0.9827614218424118
327	LU-99A	0.9822379599638932	ADaM2021	100	0.9637167902656778	-0.01852116969821538	0.9729773751147854
328	LXF-289	0.9815284341315776	ADaM2021	5	0.9760174418604652	-0.005510992271112403	0.9787729379960215
329	LXF-289	0.9815284341315776	ADaM2021	100	0.9708384332925336	-0.010690000839044034	0.9761834337120556
330	MC-IXC	0.9674786279403176	ADaM2021	5	0.9840116279069768	0.016532999966659245	0.9757451279236472
331	MC-IXC	0.9674786279403176	ADaM2021	100	0.9649722802217582	-0.0025063477185593985	0.9662254540810379
332	MCAS	0.9097554823979184	ADaM2021	5	0.877906976744186	-0.03184850565373232	0.8938312295710522
333	MCAS	0.9097554823979184	ADaM2021	100	0.8806294549643603	-0.029126027433558077	0.8951924686811393
334	MCF7	0.928753385015664	ADaM2021	5	0.938953488372093	0.010200103356429069	0.9338534366938784
335	MCF7	0.928753385015664	ADaM2021	100	0.9658488732090144	0.0370954881933504	0.9473011291123392
336	MDA-MB-231	0.9612681197897308	ADaM2021	5	0.9461111111111112	-0.015157008678619577	0.9536896154504211
337	MDA-MB-231	0.9612681197897308	ADaM2021	100	0.9665038736701634	0.005235753880432625	0.9638859967299471
338	MDA-MB-361	0.9058826262411724	ADaM2021	5	0.9738372093023256	0.0679545830611532	0.939859917771749
339	MDA-MB-361	0.9058826262411724	ADaM2021	100	0.9706107351141192	0.06472810887294678	0.9382466806776458
340	MDA-MB-415	0.9251148250411512	ADaM2021	5	0.9594444444444444	0.034329619403293266	0.9422796347427977
341	MDA-MB-415	0.9251148250411512	ADaM2021	100	0.9599420670518272	0.034827242010675996	0.9425284460464891
342	MDA-MB-436	0.9560478946530028	ADaM2021	5	0.9761111111111112	0.02006321645810838	0.966079502882057
343	MDA-MB-436	0.9560478946530028	ADaM2021	100	0.982359311371062	0.026311416718059255	0.9692036030120323
344	MDA-MB-453	0.8545226464185207	ADaM2021	5	0.9433333333333334	0.08881068691481264	0.898927989875927
345	MDA-MB-453	0.8545226464185207	ADaM2021	100	0.9624435365575966	0.10792089013907591	0.9084830914880586
346	MDA-MB-468	0.9546567195879572	ADaM2021	5	1.0	0.04534328041204283	0.9773283597939786
347	MDA-MB-468	0.9546567195879572	ADaM2021	100	0.9813677259464412	0.026711006358484002	0.9680122227671992
348	MDST8	0.9203711570116286	ADaM2021	5	0.9655555555555556	0.045184398543926974	0.9429633562835922
349	MDST8	0.9203711570116286	ADaM2021	100	0.976049041776328	0.05567788476469937	0.9482100993939784
350	MFE-280	0.8599798226517283	ADaM2021	5	0.9355555555555556	0.07557573290382724	0.8977676891036419
351	MFE-280	0.8599798226517283	ADaM2021	100	0.9460492800745608	0.08606945742283245	0.9030145513631446
352	MFE-296	0.9295803908033772	ADaM2021	5	0.9777777777777776	0.04819738697440046	0.9536790842905774
353	MFE-296	0.9295803908033772	ADaM2021	100	0.9756340056873845	0.04605361488400728	0.9526071982453808
354	MFM-223	0.9575552222163224	ADaM2021	5	0.991111111111111	0.033555888894788666	0.9743331666637167
355	MFM-223	0.9575552222163224	ADaM2021	100	0.974750978346634	0.017195756130311657	0.9661531002814783
356	MHH-ES-1	0.9756716933043064	ADaM2021	5	0.9538888888888888	-0.021782804415417578	0.9647802910965976
357	MHH-ES-1	0.9756716933043064	ADaM2021	100	0.9768744803774644	0.0012027870731580181	0.9762730868408853
358	MIA-PaCa-2	0.9722966335687356	ADaM2021	5	0.9911111111111112	0.01881447754237553	0.9817038723399234
359	MIA-PaCa-2	0.9722966335687356	ADaM2021	100	0.9676768305275922	-0.0046198030411434	0.9699867320481639
360	MKN28	0.9726663303775288	ADaM2021	5	0.9838888888888888	0.011222558511360003	0.9782776096332089
361	MKN28	0.9726663303775288	ADaM2021	100	0.975661145208352	0.0029948148308232003	0.9741637377929404
362	MOG-G-UVW	0.9488709977167736	ADaM2021	5	0.9666666666666668	0.01779566894989315	0.9577688321917202
363	MOG-G-UVW	0.9488709977167736	ADaM2021	100	0.9724778779807136	0.023606880263939978	0.9606744378487436
364	NB10	0.9381126214623268	ADaM2021	5	0.9583333333333331	0.02022071187100638	0.9482229773978299
365	NB10	0.9381126214623268	ADaM2021	100	0.9824572784223596	0.04434465696003287	0.9602849499423431
366	NB13	0.9163449795571602	ADaM2021	5	0.9772222222222222	0.060877242665062004	0.9467836008896913
367	NB13	0.9163449795571602	ADaM2021	100	0.977656892908774	0.06131191335161379	0.9470009362329671
368	NB17	0.9465691870652578	ADaM2021	5	0.9816666666666668	0.035097479601408965	0.9641179268659623
369	NB17	0.9465691870652578	ADaM2021	100	0.9826783662273152	0.03610917916205736	0.9646237766462865
370	NB5	0.9684191313120586	ADaM2021	5	0.9622222222222222	-0.006196909089836389	0.9653206767671404
371	NB5	0.9684191313120586	ADaM2021	100	0.9549344944635376	-0.01348463684852097	0.9616768128877982
372	NB6	0.9536299315032124	ADaM2021	5	0.9661111111111113	0.012481179607898851	0.9598705213071619
373	NB6	0.9536299315032124	ADaM2021	100	0.976855946070462	0.023226014567249598	0.9652429387868372
374	NB69	0.9761548876971272	ADaM2021	5	0.9733333333333334	-0.0028215543637938323	0.9747441105152304
375	NB69	0.9761548876971272	ADaM2021	100	0.9750660615656724	-0.0010888261314547787	0.9756104746313998
376	NB7	0.9799009716986142	ADaM2021	5	0.9544444444444444	-0.025456527254169803	0.9671727080715293
377	NB7	0.9799009716986142	ADaM2021	100	0.9763555197814012	-0.003545451917213005	0.9781282457400078
378	NCI-H1155	0.958795730897892	ADaM2021	5	0.9383333333333334	-0.0204623975645587	0.9485645321156126
379	NCI-H1155	0.958795730897892	ADaM2021	100	0.9519769486176056	-0.006818782280286428	0.9553863397577489
380	NCI-H1299	0.9679711145330008	ADaM2021	5	0.97	0.0020288854669991974	0.9689855572665004
381	NCI-H1299	0.9679711145330008	ADaM2021	100	0.972279958059511	0.0043088435265101754	0.9701255362962559
382	NCI-H1355	0.9257553231030636	ADaM2021	5	0.9855555555555556	0.059800232452492	0.9556554393293096
383	NCI-H1355	0.9257553231030636	ADaM2021	100	0.9719125816171448	0.046157258514081145	0.9488339523601041
384	NCI-H1568	0.9155976211968352	ADaM2021	5	0.9855555555555556	0.06995793435872044	0.9505765883761954
385	NCI-H1568	0.9155976211968352	ADaM2021	100	0.9677205185369548	0.052122897340119656	0.941659069866895
386	NCI-H1650	0.948042000743376	ADaM2021	5	0.9542151162790696	0.006173115535693663	0.9511285585112228
387	NCI-H1650	0.948042000743376	ADaM2021	100	0.9764291885664914	0.028387187823115445	0.9622355946549337
388	NCI-H1755	0.9771524717251632	ADaM2021	5	0.9571220930232558	-0.02003037870190738	0.9671372823742095
389	NCI-H1755	0.9771524717251632	ADaM2021	100	0.9686046511627908	-0.008547820562372355	0.972878561443977
390	NCI-H1869	0.9536697552169066	ADaM2021	5	0.9723837209302324	0.018713965713325842	0.9630267380735695
391	NCI-H1869	0.9536697552169066	ADaM2021	100	0.9815141478868168	0.027844392669910234	0.9675919515518616
392	NCI-H1915	0.9323295545053896	ADaM2021	5	0.9722222222222222	0.03989266771683264	0.9522758883638058
393	NCI-H1915	0.9323295545053896	ADaM2021	100	0.9786028045054252	0.04627325000003568	0.9554661795054074
394	NCI-H1944	0.965047390219296	ADaM2021	5	0.9661111111111113	0.0010637208918152785	0.9655792506652037
395	NCI-H1944	0.965047390219296	ADaM2021	100	0.9747754701094584	0.009728079890162444	0.9699114301643772
396	NCI-H1975	0.9723006159401052	ADaM2021	5	0.9544444444444444	-0.017856171495660766	0.9633725301922749
397	NCI-H1975	0.9723006159401052	ADaM2021	100	0.9587664624362552	-0.01353415350385001	0.9655335391881802
398	NCI-H1993	0.9066067541018424	ADaM2021	5	0.9472222222222222	0.04061546812037975	0.9269144881620324
399	NCI-H1993	0.9066067541018424	ADaM2021	100	0.9727651597392488	0.06615840563740638	0.9396859569205456
400	NCI-H2023	0.9778055806297457	ADaM2021	5	0.9616666666666668	-0.01613891396307887	0.9697361236482063
401	NCI-H2023	0.9778055806297457	ADaM2021	100	0.9735475722705584	-0.004258008359187215	0.975676576450152
402	NCI-H2087	0.9721393298996442	ADaM2021	5	0.9133333333333332	-0.058805996566311025	0.9427363316164887
403	NCI-H2087	0.9721393298996442	ADaM2021	100	0.9411403364771048	-0.030998993422539423	0.9566398331883745
404	NCI-H2170	0.97019394148569	ADaM2021	5	0.955	-0.015193941485690088	0.962596970742845
405	NCI-H2170	0.97019394148569	ADaM2021	100	0.9765680023723912	0.006374060886701116	0.9733809719290406
406	NCI-H226	0.8792126851802687	ADaM2021	5	0.9472222222222222	0.06800953704195345	0.9132174537012454
407	NCI-H226	0.8792126851802687	ADaM2021	100	0.9522993131715376	0.07308662799126886	0.9157559991759032
408	NCI-H23	0.9706432857218712	ADaM2021	5	0.9513081395348836	-0.019335146186987617	0.9609757126283773
409	NCI-H23	0.9706432857218712	ADaM2021	100	0.9508819929440564	-0.0197612927778148	0.9607626393329638
410	NCI-H3118	0.9562901555779748	ADaM2021	5	0.9755555555555556	0.01926539997758081	0.9659228555667652
411	NCI-H3118	0.9562901555779748	ADaM2021	100	0.9825499499573712	0.026259794379396406	0.9694200527676731
412	NCI-H3122	0.900541602506239	ADaM2021	5	0.9727777777777776	0.07223617527153858	0.9366596901420083
413	NCI-H3122	0.900541602506239	ADaM2021	100	0.9721310216639572	0.0715894191577181	0.936336312085098
414	NCI-H322M	0.8827450485849306	ADaM2021	5	0.9655555555555556	0.08281050697062498	0.9241503020702431
415	NCI-H322M	0.8827450485849306	ADaM2021	100	0.9791959023294976	0.09645085374456697	0.9309704754572141
416	NCI-H358	0.9211477194286624	ADaM2021	5	0.981111111111111	0.059963391682448686	0.9511294152698867
417	NCI-H358	0.9211477194286624	ADaM2021	100	0.9751540995239332	0.05400638009527081	0.9481509094762978
418	NCI-H520	0.9669569372909256	ADaM2021	5	0.9827777777777778	0.015820840486852172	0.9748673575343516
419	NCI-H520	0.9669569372909256	ADaM2021	100	0.9784048845842226	0.011447947293297012	0.972680910937574
420	NCI-H650	0.8819074231402326	ADaM2021	5	0.9636627906976744	0.08175536755744173	0.9227851069189534
421	NCI-H650	0.8819074231402326	ADaM2021	100	0.9713820289437683	0.08947460580353572	0.9266447260420005
422	NCI-N87	0.9533332448361918	ADaM2021	5	0.9477777777777778	-0.005555467058413921	0.9505555113069848
423	NCI-N87	0.9533332448361918	ADaM2021	100	0.9669341343684302	0.01360088953223848	0.9601336896023109
424	NH-12	0.9553436786491796	ADaM2021	5	0.9583333333333331	0.0029896546841535754	0.9568385059912563
425	NH-12	0.9553436786491796	ADaM2021	100	0.9596925158468324	0.004348837197652777	0.957518097248006
426	NMC-G1	0.910732490840546	ADaM2021	5	0.975	0.064267509159454	0.942866245420273
427	NMC-G1	0.910732490840546	ADaM2021	100	0.9686611346173196	0.05792864377677365	0.9396968127289328
428	no-10	0.9689282111187808	ADaM2021	5	0.9912790697674418	0.022350858648661043	0.9801036404431114
429	no-10	0.9689282111187808	ADaM2021	100	0.9708987328101376	0.001970521691356808	0.9699134719644592
430	no-11	0.926620161418786	ADaM2021	5	0.9760174418604652	0.04939728044167924	0.9513188016396257
431	no-11	0.926620161418786	ADaM2021	100	0.9728985168118656	0.04627835539307956	0.9497593391153258
432	NUGC-3	0.9761900653108906	ADaM2021	5	0.9455555555555556	-0.030634509755334993	0.9608728104332231
433	NUGC-3	0.9761900653108906	ADaM2021	100	0.9692648234739646	-0.006925241836925999	0.9727274443924276
434	OACM5-1	0.953088992725535	ADaM2021	5	0.9738372093023256	0.0207482165767906	0.9634631010139303
435	OACM5-1	0.953088992725535	ADaM2021	100	0.9637536899704804	0.010664697244945343	0.9584213413480077
436	OAW-42	0.8796474273880953	ADaM2021	5	0.9633333333333334	0.08368590594523806	0.9214903803607144
437	OAW-42	0.8796474273880953	ADaM2021	100	0.9789761384036136	0.09932871101551832	0.9293117828958545
438	OC-314	0.948902856687729	ADaM2021	5	0.9796511627906976	0.030748306102968637	0.9642770097392133
439	OC-314	0.948902856687729	ADaM2021	100	0.9767675858593132	0.027864729171584224	0.9628352212735212
440	OCI-AML2	0.965393856528434	ADaM2021	5	0.9694444444444444	0.0040505879160104286	0.9674191504864392
441	OCI-AML2	0.965393856528434	ADaM2021	100	0.9711341407230498	0.005740284194615808	0.968263998625742
442	OCI-AML3	0.9566386130727976	ADaM2021	5	0.975	0.01836138692720235	0.9658193065363988
443	OCI-AML3	0.9566386130727976	ADaM2021	100	0.9686426003103172	0.012003987237519609	0.9626406066915574
444	OCI-LY-19	0.9536179843891042	ADaM2021	5	0.9705555555555556	0.01693757116645145	0.9620867699723299
445	OCI-LY-19	0.9536179843891042	ADaM2021	100	0.9748688035840054	0.021250819194901238	0.9642433939865548
446	OCUB-M	0.9426704454946108	ADaM2021	5	0.99	0.047329554505389226	0.9663352227473054
447	OCUB-M	0.9426704454946108	ADaM2021	100	0.9764938651443824	0.03382341964977165	0.9595821553194965
448	OE21	0.9790474167684384	ADaM2021	5	0.974563953488372	-0.004483463280066435	0.9768056851284053
449	OE21	0.9790474167684384	ADaM2021	100	0.9673617611059112	-0.011685655662527217	0.9732045889371748
450	OE33	0.9540533903254924	ADaM2021	5	0.9542151162790696	0.00016172595357721864	0.954134253302281
451	OE33	0.9540533903254924	ADaM2021	100	0.9637149902800778	0.009661599954585376	0.9588841903027852
452	OPM-2	0.9721552593851218	ADaM2021	5	0.9705555555555556	-0.0015997038295662014	0.9713554074703388
453	OPM-2	0.9721552593851218	ADaM2021	100	0.9653560705150948	-0.006799188870027062	0.9687556649501083
454	OSC-19	0.9039790527265968	ADaM2021	5	0.9677777777777776	0.06379872505118078	0.9358784152521873
455	OSC-19	0.9039790527265968	ADaM2021	100	0.97703731750327	0.07305826477667321	0.9405081851149335
456	OSC-20	0.9562616152498272	ADaM2021	5	0.9922222222222222	0.035960606972395004	0.9742419187360247
457	OSC-20	0.9562616152498272	ADaM2021	100	0.9786087619612474	0.02234714671142013	0.9674351886055372
458	OV-90	0.9702304465565762	ADaM2021	5	0.9594444444444444	-0.010786002112131765	0.9648374455005103
459	OV-90	0.9702304465565762	ADaM2021	100	0.9797479599023508	0.009517513345774553	0.9749892032294635
460	OVCA420	0.9472826952689428	ADaM2021	5	0.9605555555555556	0.013272860286612786	0.9539191254122492
461	OVCA420	0.9472826952689428	ADaM2021	100	0.9730531034373197	0.025770408168376835	0.9601678993531313
462	OVCAR-3	0.945224472999522	ADaM2021	5	0.9651162790697674	0.019891806070245432	0.9551703760346446
463	OVCAR-3	0.945224472999522	ADaM2021	100	0.9815879472964216	0.03636347429689968	0.9634062101479718
464	OVCAR-5	0.982585090001593	ADaM2021	5	0.9738372093023256	-0.008747880699267352	0.9782111496519593
465	OVCAR-5	0.982585090001593	ADaM2021	100	0.9789545683634532	-0.0036305216381398164	0.9807698291825231
466	OVCAR-8	0.9829859820527798	ADaM2021	5	0.9961111111111112	0.013125129058331408	0.9895485465819455
467	OVCAR-8	0.9829859820527798	ADaM2021	100	0.9665753631400292	-0.01641061891275053	0.9747806725964046
468	OVISE	0.9670644613178994	ADaM2021	5	0.9353197674418604	-0.031744693876038954	0.9511921143798798
469	OVISE	0.9670644613178994	ADaM2021	100	0.9585841313269494	-0.008480329990949942	0.9628242963224244
470	OVK-18	0.9631770031327987	ADaM2021	5	0.9796511627906976	0.01647415965789889	0.9714140829617481
471	OVK-18	0.9631770031327987	ADaM2021	100	0.9768071855425156	0.013630182409716807	0.9699920943376572
472	OVMIU	0.9002488982105877	ADaM2021	5	0.974563953488372	0.07431505527778426	0.9374064258494799
473	OVMIU	0.9002488982105877	ADaM2021	100	0.9657678738570092	0.0655189756464215	0.9330083860337985
474	PA-TU-8902	0.9412467477300483	ADaM2021	5	0.9222383720930232	-0.019008375637025177	0.9317425599115358
475	PA-TU-8902	0.9412467477300483	ADaM2021	100	0.9650136798905607	0.0237669321605124	0.9531302138103046
476	PA-TU-8988T	0.9814229012902884	ADaM2021	5	0.9665697674418604	-0.014853133848428013	0.9739963343660745
477	PA-TU-8988T	0.9814229012902884	ADaM2021	100	0.963327093383253	-0.018095807907035466	0.9723749973367707
478	PANC-02-03	0.9422761907290396	ADaM2021	5	0.9832848837209304	0.041008692991890805	0.9627805372249849
479	PANC-02-03	0.9422761907290396	ADaM2021	100	0.9745122039023688	0.03223601317332925	0.9583941973157042
480	PANC-03-27	0.9645781341262676	ADaM2021	5	0.9011627906976744	-0.06341534342859323	0.932870462411971
481	PANC-03-27	0.9645781341262676	ADaM2021	100	0.9512131902944776	-0.013364943831789988	0.9578956622103726
482	PANC-04-03	0.9537062602877928	ADaM2021	5	0.9520348837209304	-0.001671376566862448	0.9528705720043615
483	PANC-04-03	0.9537062602877928	ADaM2021	100	0.9624982000144	0.00879193972660719	0.9581022301510964
484	PANC-08-13	0.9295438857324908	ADaM2021	5	0.9571220930232558	0.02757820729076499	0.9433329893778732
485	PANC-08-13	0.9295438857324908	ADaM2021	100	0.9648066815465476	0.03526279581405678	0.9471752836395192
486	PANC-10-05	0.9429146976052674	ADaM2021	5	0.9494444444444444	0.006529746839177064	0.946179571024856
487	PANC-10-05	0.9429146976052674	ADaM2021	100	0.9596971494235832	0.016782451818315836	0.9513059235144252
488	PC-14	0.975383635108586	ADaM2021	5	0.8716666666666667	-0.10371696844191924	0.9235251508876263
489	PC-14	0.975383635108586	ADaM2021	100	0.9085874739857762	-0.06679616112280973	0.9419855545471811
490	PCI-15A	0.9737196676047364	ADaM2021	5	0.9977777777777778	0.02405811017304138	0.9857487226912571
491	PCI-15A	0.9737196676047364	ADaM2021	100	0.9827108012645692	0.00899113365983284	0.9782152344346529
492	PCI-30	0.9786604630170446	ADaM2021	5	0.9680232558139534	-0.010637207203091137	0.973341859415499
493	PCI-30	0.9786604630170446	ADaM2021	100	0.9668397652818778	-0.011820697735166807	0.9727501141494612
494	PCI-38	0.9790653374396008	ADaM2021	5	0.9916666666666668	0.012601329227066027	0.9853660020531338
495	PCI-38	0.9790653374396008	ADaM2021	100	0.977198830750004	-0.0018665066895967586	0.9781320840948025
496	PCI-4B	0.9765186109488664	ADaM2021	5	0.9661111111111113	-0.01040749983775513	0.9713148610299889
497	PCI-4B	0.9765186109488664	ADaM2021	100	0.9642261397274928	-0.012292471221373558	0.9703723753381797
498	PCI-6A	0.9543248553071736	ADaM2021	5	0.9816666666666668	0.027341811359493207	0.9679957609869202
499	PCI-6A	0.9543248553071736	ADaM2021	100	0.9791714105666732	0.024846555259499636	0.9667481329369234
500	PE-CA-PJ15	0.9834632028885468	ADaM2021	5	0.9638888888888888	-0.019574313999658033	0.9736760458887178
501	PE-CA-PJ15	0.9834632028885468	ADaM2021	100	0.9778620941648706	-0.005601108723676251	0.9806626485267087
502	PEO1	0.9641360909042638	ADaM2021	5	0.9644444444444444	0.0003083535401806614	0.9642902676743541
503	PEO1	0.9641360909042638	ADaM2021	100	0.9753745253893528	0.011238434485088988	0.9697553081468082
504	PEO4	0.903326607550576	ADaM2021	5	0.9705555555555556	0.06722894800497958	0.9369410815530659
505	PEO4	0.903326607550576	ADaM2021	100	0.9774126372200658	0.07408602966948974	0.9403696223853208
506	PL4	0.9487913502893855	ADaM2021	5	0.9927777777777778	0.04398642748839221	0.9707845640335817
507	PL4	0.9487913502893855	ADaM2021	100	0.976268805702212	0.027477455412826424	0.9625300779957988
508	PSN1	0.9805182392608718	ADaM2021	5	0.9744444444444444	-0.006073794816427336	0.9774813418526581
509	PSN1	0.9805182392608718	ADaM2021	100	0.9779785955231706	-0.0025396437377012138	0.9792484173920212
510	RCC-FG2	0.9590207348802634	ADaM2021	5	0.9894444444444443	0.030423709564180945	0.9742325896623538
511	RCC-FG2	0.9590207348802634	ADaM2021	100	0.9783439861469294	0.01932325126666601	0.9686823605135964
512	RCM-1	0.9349320341952956	ADaM2021	5	0.9571220930232558	0.022190058827960213	0.9460270636092757
513	RCM-1	0.9349320341952956	ADaM2021	100	0.9725196198430412	0.03758758564774567	0.9537258270191684
514	RERF-GC-1B	0.8801133648383157	ADaM2021	5	0.9711111111111111	0.09099774627279544	0.9256122379747134
515	RERF-GC-1B	0.8801133648383157	ADaM2021	100	0.98275316539486	0.10263980055654431	0.9314332651165879
516	RERF-LC-Sq1	0.9689043168905644	ADaM2021	5	0.9583333333333334	-0.010570983557231073	0.9636188251119489
517	RERF-LC-Sq1	0.9689043168905644	ADaM2021	100	0.968504916886872	-0.00039940000369242945	0.9687046168887182
518	RKN	0.9173817235703288	ADaM2021	5	0.9544444444444444	0.03706272087411566	0.9359130840073866
519	RKN	0.9173817235703288	ADaM2021	100	0.975884218831915	0.05850249526158624	0.9466329712011219
520	RKO	0.9879340784792652	ADaM2021	5	0.9818313953488372	-0.006102683130427944	0.9848827369140511
521	RKO	0.9879340784792652	ADaM2021	100	0.979391964864281	-0.008542113614984137	0.9836630216717731
522	RL95-2	0.9733891307810758	ADaM2021	5	0.9733333333333334	-5.579744774242279e-05	0.9733612320572046
